name,desc,last_30_d,last_90_d,last_year,build_error
libzip,"C library for reading, creating, and modifying zip archives",44235,136573,742696,0
libzt,Encrypted P2P networking library for applications (GPLv3),4,18,112,0
libzzip,Library providing read access on ZIP-archives,1580,4395,13613,0
lifelines,Text-based genealogy software,1,5,27,0
lightgbm,"Fast, distributed, high performance gradient boosting framework",636,2221,7995,0
lightning,Generates assembly language code at run-time,2,14,40,0
lighttpd,"Small memory footprint, flexible web-server",641,2127,4455,0
lilv,C library to use LV2 plugins,216,639,1284,0
lincity-ng,City simulation game,6,14,71,0
link-grammar,Carnegie Mellon University's link grammar parser,9,36,167,0
linkerd,Command-line utility to interact with linkerd,1348,2923,8573,0
linklint,Link checker and web site maintenance tool,13,29,107,0
links,"Lynx-like WWW browser that supports tables, menus, etc.",851,2828,14598,0
linux-headers,Header files of the Linux kernel,6,7,7,0
liquibase,Library for database change tracking,657,2434,9331,0
liquid-dsp,Digital signal processing library for software-defined radios,59,154,643,0
liquidctl,Cross-platform tool and drivers for liquid coolers and other devices,166,396,1271,0
liquidprompt,Adaptive prompt for bash and zsh shells,98,328,1232,0
liquigraph,Migration runner for Neo4j,10,14,55,0
litecli,CLI for SQLite Databases with auto-completion and syntax highlighting,51,237,495,0
literate-git,Render hierarchical git repositories into HTML,7,38,88,0
little-cms,Version 1 of the Little CMS library,131,427,1884,0
little-cms2,Color management engine supporting ICC profiles,145460,345445,1454836,0
livestreamer,Pipes video from streaming services into a player such as VLC,85,322,1545,0
lizard,Efficient compressor with very fast decompression,30,69,310,0
lizard-analyzer,Extensible Cyclomatic Complexity Analyzer,5,21,138,0
lldpd,Implementation of IEEE 802.1ab (LLDP),875,1724,6751,0
llnode,LLDB plugin for live/post-mortem debugging of node.js apps,20,60,354,0
llvm,Next-gen compiler infrastructure,24251,56179,222038,0
llvm@7,Next-gen compiler infrastructure,165,626,3137,0
llvm@8,Next-gen compiler infrastructure,601,1692,7417,0
llvm@9,Next-gen compiler infrastructure,1322,4379,8104,0
lm4tools,Tools for TI Stellaris Launchpad boards,2,13,64,0
lmdb,Lightning memory-mapped database: key-value data store,2705,6238,24809,0
lmod,Lua-based environment modules system to modify PATH variable,82,409,1380,0
lnav,Curses-based tool for viewing and analyzing log files,629,2240,8057,0
loc,Count lines of code quickly,81,230,1157,0
localstack,Fully functional local AWS cloud stack,387,899,1528,0
locateme,Find your location using Apple's geolocation services,43,113,478,0
lockrun,Run cron jobs with overrun protection,16,59,165,0
log4c,Logging Framework for C,1,6,22,0
log4cplus,Logging Framework for C++,111,418,2217,0
log4cpp,Configurable logging for C++,344,1137,3399,0
log4cxx,Library of C++ classes for flexible logging,548,1667,5318,0
log4shib,Forked version of log4cpp for the Shibboleth project,8,39,189,0
logcheck,Mail anomalies in the system logfiles to the administrator,27,38,77,0
logcli,Run LogQL queries against a Loki server,118,194,360,0
logrotate,"Rotates, compresses, and mails system logs",348,962,3954,0
logstalgia,Web server access log visualizer with retro style,42,158,490,0
logstash,Tool for managing events and logs,1191,3411,16561,0
logswan,Fast Web log analyzer using probabilistic data structures,0,3,0,0
logtalk,Declarative object-oriented logic programming language,33,91,436,0
loki,"Horizontally-scalable, highly-available log aggregation system",54,106,236,0
lolcat,Rainbows and unicorns in your console!,982,3027,16965,0
lolcode,Esoteric programming language,8,23,64,0
lorem,Python generator for the console,40,107,472,0
loudmouth,Lightweight C library for the Jabber protocol,85,121,226,0
lout,"Text formatting like TeX, but simpler",4,8,26,0
lp_solve,Mixed integer linear programming solver,41,63,65,0
lpc21isp,In-circuit programming (ISP) tool for several NXP microcontrollers,12,28,102,0
lrdf,RDF library for accessing plugin metadata in the LADSPA plugin system,7,26,169,0
lrzip,Compression program with a very high compression ratio,34,110,402,0
lrzsz,Tools for zmodem/xmodem/ymodem file transfer,1519,5388,25176,0
lsd,"Clone of ls with colorful output, file type icons, and more",1214,4556,13927,0
lsdvd,Read the content info of a DVD,26,67,362,0
lsof,Utility to list open files,298,1331,3409,0
lsusb,"List USB devices, just like the Linux lsusb command",1727,4927,23973,0
lsyncd,Synchronize local directories with remote targets,174,553,1417,0
ltc-tools,Tools to deal with linear-timecode (LTC),5,8,54,0
ltl2ba,Translate LTL formulae to Buchi automata,1,4,26,0
lua,"Powerful, lightweight programming language",56414,201612,424083,0
lua@5.1,"Powerful, lightweight programming language (v5.1.5)",2603,11970,56471,0
lua@5.3,"Powerful, lightweight programming language",549,1401,1401,0
luabind,Library for bindings between C++ and Lua,2,14,168,0
luajit,Just-In-Time Compiler (JIT) for the Lua programming language,8614,26935,99673,0
luajit-openresty,OpenResty's Branch of LuaJIT 2,13823,13823,13823,0
luaradio,"Lightweight, embeddable flow graph signal processing framework for SDR",76,130,352,0
luarocks,Package manager for the Lua programming language,5569,23177,57167,0
luaver,"Manage and switch between versions of Lua, LuaJIT, and Luarocks",14,30,113,0
luit,Filter run between arbitrary application and UTF-8 terminal emulator,30,88,276,0
lunchy,Friendly wrapper for launchctl,70,207,841,0
lunchy-go,Friendly wrapper for launchctl,8,20,58,0
lutok,Lightweight C++ API for Lua,4,22,58,0
luv,Bare libuv bindings for lua,391,391,391,0
luvit,Asynchronous I/O for Lua,109,125,263,0
lv,Powerful multi-lingual file viewer/grep,203,609,3291,0
lv2,Portable plugin standard for audio systems,241,676,1598,0
lwtools,Cross-development tools for Motorola 6809 and Hitachi 6309,3,9,42,0
lxc,CLI client for interacting with LXD,1240,3673,15440,0
lxsplit,Tool for splitting or joining files,7,21,77,0
lynis,Security and system auditing tool to harden systems,417,1507,4054,0
lynx,Text-based web browser,2415,7282,31634,0
lz4,Extremely Fast Compression algorithm,50296,197199,440273,0
lzfse,Apple LZFSE compression library and command-line tool,34,136,685,0
lzip,LZMA-based compression program similar to gzip or bzip2,1706,4127,10695,0
lzlib,Data compression library,8391,16709,42875,0
lzo,Real-time data compression library,84588,249525,1054829,0
lzop,File compressor,141,385,1653,0
m-cli,Swiss Army Knife for macOS,256,711,2867,0
m2c,Modula-2 to C compiler,0,6,39,0
m4,Macro processing language,1228,3245,12522,0
mac-robber,Digital investigation tool,2,14,59,0
mackup,Keep your Mac's application settings in sync,2219,7380,26783,0
macos-trash,Move files and folders to the trash,120,351,606,0
macosvpn,Create Mac OS VPNs programmatically,97,282,1024,0
macvim,"GUI for vim, made for macOS",8619,35944,135872,0
mad,MPEG audio decoder,2611,7813,33377,0
madplay,MPEG Audio Decoder,6,16,41,0
mafft,Multiple alignments with fast Fourier transforms,88,367,1303,0
mage,Make/rake-like build tool using Go,119,314,849,0
magic-wormhole,Securely transfers data between computers,1561,3942,13507,0
magic_enum,"Static reflection for enums (to string, from string, iteration) for modern C++",2,26,26,0
magnetix,Interpreter for Magnetic Scrolls adventures,0,0,27,0
mahout,Library to help build scalable machine learning libraries,7,20,116,0
mailcheck,Check multiple mailboxes/maildirs for mail,0,5,25,0
mailhog,Web and API based SMTP testing tool,1698,5095,12789,0
mailutils,Swiss Army knife of email handling,578,2031,5554,0
mairix,Email index and search tool,2,8,40,0
make,Utility for directing compilation,6769,18068,71841,0
makedepend,Creates dependencies in makefiles,1075,3723,24700,0
makefile2graph,Create a graph of dependencies from GNU-Make,16,41,118,0
makeicns,Create icns files from the command-line,0,39,329,0
makensis,System to create Windows installers,72,232,1250,0
makepkg,Compile and build packages suitable for installation with pacman,37,105,471,0
makepp,Drop-in replacement for GNU make,0,2,27,0
makeself,Generates a self-extracting compressed tar archive,133,214,731,0
malbolge,Deliberately difficult to program esoteric programming language,0,6,10,0
mallet,MAchine Learning for LanguagE Toolkit,8,17,117,0
mame,Multiple Arcade Machine Emulator,694,1199,5505,0
man-db,Unix documentation system,78,248,772,0
man2html,Convert nroff man pages to HTML,11,31,199,0
mandoc,UNIX manpage compiler toolset,131,431,1107,0
mandown,Man-page inspired Markdown viewer,10,21,89,0
manticoresearch,Open source text search engine,28,93,286,0
mapcrafter,Minecraft map renderer,2,17,50,0
mapnik,Toolkit for developing mapping applications,206,839,2441,0
mapserver,Publish spatial data and interactive mapping apps to the web,49,165,651,0
mariadb,Drop-in replacement for MySQL,12020,38968,159105,0
mariadb-connector-c,MariaDB database connector for C applications,764,2492,7980,0
mariadb-connector-odbc,Database driver using the industry standard ODBC API,60,183,559,0
mariadb@10.1,Drop-in replacement for MySQL,144,550,2770,0
mariadb@10.2,Drop-in replacement for MySQL,203,652,2557,0
mariadb@10.3,Drop-in replacement for MySQL,252,930,4354,0
mariadb@10.4,Drop-in replacement for MySQL,254,869,1724,0
markdown,Text-to-HTML conversion tool,402,1147,4932,0
markdownlint-cli,CLI for Node.js style checker and lint tool for Markdown files,185,519,568,0
marked,Markdown parser and compiler built for speed,185,400,588,0
marst,Algol-to-C translator,0,0,7,0
mas,Mac App Store command-line interface,4875,15812,85446,0
mask,CLI task runner defined by a simple markdown file,17,59,120,0
masscan,"TCP port scanner, scans entire Internet in under 5 minutes",1357,2148,4656,0
massdns,High-performance DNS stub resolver,15,36,36,0
massren,Easily rename multiple files using your text editor,18,70,236,0
mat2,Metadata anonymization toolkit,161,548,1704,0
math-comp,Mathematical Components for the Coq proof assistant,29,201,527,0
matlab2tikz,Convert MATLAB(R) figures into TikZ/Pgfplots figures,13,29,147,0
matplotplusplus,C++ Graphics Library for Data Visualization,17,70,120,0
maven,Java-based project management,37286,97829,430174,0
maven-completion,Bash completion for Maven,202,603,3416,0
maven-shell,Shell for Maven,17,48,224,0
maven@3.2,Java-based project management,330,876,3904,0
maven@3.3,Java-based project management,340,907,4672,0
maven@3.5,Java-based project management,667,1937,9644,0
mavsdk,API and library for MAVLink compatible systems written in C++11,14,45,176,0
mawk,Interpreter for the AWK Programming Language,78,206,1000,0
maxima,Computer algebra system,416,2116,6417,0
maxwell,Reads MySQL binlogs and writes row updates as JSON to Kafka,68,146,412,0
mbedtls,Cryptographic & SSL/TLS library,1596,6794,37032,0
mbelib,P25 Phase 1 and ProVoice vocoder,5,30,73,0
mboxgrep,Scan a mailbox for messages matching a regular expression,0,3,59,0
mcabber,Console Jabber client,30,75,250,0
mcpp,Alternative C/C++ preprocessor,127,314,1165,0
mcrypt,Replacement for the old crypt package and crypt(1) command,3357,9418,36320,0
md,Process raw dependency files produced by cpp,0,9,115,0
md4c,C Markdown parser. Fast. SAX-like interface,5,15,15,0
md5deep,Recursively compute digests on files/directories,713,1749,8039,0
md5sha1sum,Hash utilities,2888,8184,35211,0
mda-lv2,LV2 port of the MDA plugins,4,18,33,0
mdbook,Create modern online books from Markdown files,271,583,2164,0
mdbtools,Tools to facilitate the use of Microsoft Access databases,905,2548,6254,0
mdcat,Show markdown documents on text terminals,420,1451,9651,0
mdds,Multi-dimensional data structure and indexing algorithm,0,8,66,0
mdf2iso,Tool to convert MDF (Alcohol 120% images) images to ISO images,90,266,1301,0
mdk,GNU MIX development kit,24,47,239,0
mdp,Command-line based markdown presentation tool,48,136,659,0
mdr,Make diffs readable,17,42,174,0
mdv,Styled terminal markdown viewer,80,214,1239,0
mdxmini,Plays music in X68000 MDX chiptune format,2,10,19,0
mecab,Yet another part-of-speech and morphological analyzer,6757,19714,83181,0
mecab-ipadic,IPA dictionary compiled for MeCab,6713,19536,82600,0
mecab-jumandic,See mecab,5,21,99,0
mecab-ko,See mecab,11,39,129,0
mecab-ko-dic,See mecab,8,37,102,0
mecab-unidic,Morphological analyzer for MeCab,15,34,135,0
mecab-unidic-extended,Extended morphological analyzer for MeCab,1,3,29,0
media-info,Unified display of technical and tag data for audio/video,1224,4256,22100,0
mediaconch,Conformance checker and technical metadata reporter,27,83,244,0
mednafen,Multi-system emulator,33,214,729,0
megacmd,Command-line client for mega.co.nz storage service,27,76,321,0
megatools,Command-line client for Mega.co.nz,176,604,3105,0
meilisearch,"Ultra relevant, instant and typo-tolerant full-text search API",266,596,1806,0
memcache-top,Grab real-time stats from memcache,17,42,159,0
memcached,"High performance, distributed memory object caching system",6717,26060,109521,0
memcacheq,Queue service for memcache,5,11,39,0
memtester,Utility for testing the memory subsystem,94,305,1122,0
menhir,LR(1) parser generator for the OCaml programming language,27,139,455,0
mercurial,Scalable distributed version control system,13549,45386,202038,0
mercury,Logic/functional programming language,15,52,359,0
mergelog,Merges httpd logs from web servers behind round-robin DNS,0,3,15,0
mergepbx,Merge XCode project files in git,34,111,713,0
mermaid-cli,Command-line interface (CLI) for mermaid,98,159,160,0
mesa,Graphics Library,4416,11807,17095,0
mesa-glu,Mesa OpenGL Utility library,313,1131,1202,0
mesalib-glw,Open-source implementation of the OpenGL specification,47,185,448,0
meson,Fast and user friendly build system,19130,56613,197107,0
mesos,Apache cluster manager,54,285,1218,0
metabase,Business intelligence report server,87,213,767,0
metaproxy,Z39.50 proxy and router utilizing Yaz toolkit,2,8,46,0
metashell,Metaprogramming shell for C++ templates,5,11,51,0
metis,Programs that partition graphs and order matrices,7983,26093,120501,0
